"","observed","predicted"
"480",0,2.22044604925031e-16
"481",1,0.999989091050652
"482",1,0.997565009174557
"483",0,2.22044604925031e-16
"484",0,1.89368064928109e-12
"485",1,1
"486",1,0.992275807601412
"487",1,1
"488",1,1
"489",0,1.11426411045044e-10
"490",1,0.844723879451529
"491",0,2.22044604925031e-16
"492",0,2.22044604925031e-16
"493",1,0.999999050271101
"494",0,2.22044604925031e-16
"495",1,1
"496",1,1
"497",1,1
"498",0,2.22044604925031e-16
"499",1,1
"500",1,1
"501",1,0.999999969354522
"502",0,2.00409390628757e-10
"503",1,2.47892692473022e-06
"504",1,0.999999999859759
"505",0,2.22044604925031e-16
"506",0,1.01223050593774e-10
"507",1,1
"508",1,1
"509",1,0.999999948297015
"510",0,2.22044604925031e-16
"511",1,6.12823550637101e-06
"512",1,0.999999999895888
"513",1,1
"514",1,1
"515",0,2.22044604925031e-16
"516",0,2.22044604925031e-16
"517",1,0.999999020658973
"518",0,2.22044604925031e-16
"519",0,7.57070615418236e-12
"520",0,2.22044604925031e-16
"521",1,1
"522",1,0.999999085895731
"523",0,2.22044604925031e-16
"524",0,2.22044604925031e-16
"525",1,0.999983450689091
"526",1,0.984443128324392
"527",1,1
"528",1,1
"529",0,2.22044604925031e-16
"530",0,1.11091319379647e-10
"531",1,1
"532",1,1
"533",1,1
"534",1,1
"535",0,2.22044604925031e-16
"536",1,1
"537",0,2.22044604925031e-16
"538",0,1.06599609004512e-09
"539",1,6.64728452759815e-07
"540",0,2.22044604925031e-16
"541",0,2.22044604925031e-16
"542",0,2.22044604925031e-16
"543",1,1
"544",1,1
"545",1,0.999999210970094
"546",1,1
"547",0,1.31177636771268e-09
"548",1,1
"549",0,1.27892828583561e-10
"550",1,1
"551",0,2.22044604925031e-16
"552",0,2.22044604925031e-16
"553",1,1
"554",0,1.39752624814253e-10
"555",1,1
"556",1,1
"557",1,1
"558",0,2.22044604925031e-16
"559",1,1
"560",0,2.22044604925031e-16
"561",1,0.999817216110368
"562",1,0.999999966629374
"563",1,1
"564",1,1
"565",1,0.999990488201038
"566",0,2.22044604925031e-16
"567",1,0.825955310018105
"568",1,0.999999986102269
"569",1,1
"570",0,2.22044604925031e-16
"571",0,2.22044604925031e-16
"572",1,1
"573",0,2.22044604925031e-16
"574",1,0.986194699820548
"575",1,1
"576",0,2.22044604925031e-16
"577",1,0.999999024429732
"578",0,2.22044604925031e-16
"579",1,1
"580",0,2.22044604925031e-16
"581",1,0.999999017930813
"582",0,2.22044604925031e-16
"583",0,2.22044604925031e-16
"584",1,1
"585",1,1
"586",0,2.22044604925031e-16
"587",0,1.19955884635904e-10
"588",0,2.22044604925031e-16
"589",0,1.7552816220716e-09
"590",1,3.91178586011619e-09
"591",1,0.99999999975505
"592",1,1
"593",1,1
"594",1,0.999999060387934
"595",0,2.22044604925031e-16
"596",0,2.22044604925031e-16
"597",0,2.22044604925031e-16
"598",1,1.10370914875168e-07
"599",0,2.22044604925031e-16
"600",1,1
"601",1,1
"602",1,1
"603",0,2.22044604925031e-16
"604",0,2.22044604925031e-16
"605",1,0.999986688368109
"606",0,2.22044604925031e-16
"607",1,0.995448081822915
"608",1,1
"609",0,2.22044604925031e-16
"610",1,1.5710128531468e-07
"611",0,2.22044604925031e-16
"612",0,2.22044604925031e-16
"613",0,2.22044604925031e-16
"614",0,2.22044604925031e-16
"615",0,2.22044604925031e-16
"616",0,2.22044604925031e-16
"617",1,0.997080019338492
"618",1,1
"619",0,2.22044604925031e-16
"620",1,1
"621",1,1
"622",1,1
"623",1,1
"624",0,2.22044604925031e-16
"625",1,1
"626",1,2.15745160193539e-07
"627",0,2.22044604925031e-16
"628",0,2.22044604925031e-16
"629",0,2.22044604925031e-16
"630",0,1.1465975553943e-10
"631",1,1
"632",1,1
"633",0,8.20950885974971e-11
"634",1,0.934698435978472
"635",0,5.49100572990377e-12
"636",1,1
"637",1,1
"638",0,2.22044604925031e-16
"639",1,1
"640",1,1
"641",1,0.999740701261693
"642",1,0.999999945414069
"643",0,2.22044604925031e-16
"644",0,2.22044604925031e-16
"645",1,1
"646",1,0.999999235363245
"647",1,1
"648",0,2.22044604925031e-16
"649",0,2.22044604925031e-16
"650",1,1
"651",0,2.22044604925031e-16
"652",0,2.22044604925031e-16
"653",1,0.991429842151314
"654",1,0.999999999949728
"655",0,1.9343139922031e-12
"656",0,2.22044604925031e-16
"657",1,1
"658",0,2.22044604925031e-16
"659",1,1
"660",0,2.22044604925031e-16
"661",0,2.22044604925031e-16
"662",0,9.80253044095564e-11
"663",1,1
"664",1,1
"665",1,0.999999964644102
"666",0,2.22044604925031e-16
"667",0,1.32664105343377e-10
"668",1,0.000234921251936921
"669",1,1
"670",0,2.22044604925031e-16
"671",1,1
"672",0,2.22044604925031e-16
"673",1,1
"674",1,0.999999104262938
"675",0,2.22044604925031e-16
"676",0,2.22044604925031e-16
"677",1,1
"678",1,0.999999119038296
"679",0,2.22044604925031e-16
"680",1,1
"681",0,8.5009739997892e-11
"682",1,0.892195108061728
"683",0,2.22044604925031e-16
"684",0,2.22044604925031e-16
"685",0,2.22044604925031e-16
"686",1,2.35199095703127e-07
"687",0,2.22044604925031e-16
"688",0,9.23670899871629e-12
"689",0,2.22044604925031e-16
"690",1,1
"691",1,1
"692",1,1
"693",0,1.0971195170389e-10
"694",1,1
"695",0,2.22044604925031e-16
"696",0,2.22044604925031e-16
"697",0,2.22044604925031e-16
"698",1,0.991376565605383
"699",1,0.999999999970773
"700",1,1
"701",1,1
"702",1,0.999999099919629
"703",1,1
"704",1,1
"705",0,3.99899238630901e-10
"706",1,0.999912699083699
"707",1,1
"708",1,1
"709",0,2.22044604925031e-16
"710",0,2.22044604925031e-16
"711",0,2.22044604925031e-16
"712",1,1
"713",0,2.22044604925031e-16
"714",1,1
"715",1,1
"716",1,1
"717",0,2.22044604925031e-16
"718",1,1
"719",0,2.22044604925031e-16
"720",1,1
"721",1,1
"722",0,2.22044604925031e-16
"723",0,1.25903707422249e-10
"724",0,2.22044604925031e-16
"725",0,2.22044604925031e-16
"726",1,0.365839930647395
"727",1,0.999999999584325
"728",1,0.999999999999819
"729",1,1
"730",1,1
"731",1,1
"732",1,1
"733",1,0.999992319875381
"734",0,3.496714545853e-11
"735",1,0.998350098258511
"736",0,2.22044604925031e-16
"737",0,1.04708808280292e-13
"738",0,1.11230475207545e-10
"739",0,2.22044604925031e-16
"740",0,2.22044604925031e-16
"741",1,0.999999062202805
"742",0,2.22044604925031e-16
"743",0,2.22044604925031e-16
"744",1,1
"745",0,2.22044604925031e-16
"746",0,2.22044604925031e-16
"747",1,1
"748",0,2.22044604925031e-16
"749",1,6.68738462491979e-08
"750",0,2.22044604925031e-16
"751",0,2.22044604925031e-16
"752",1,1
"753",1,1
"754",1,1
"755",0,1.36314373041305e-10
"756",0,2.22044604925031e-16
"757",1,0.997612690654932
"758",1,1
"759",0,1.47858826843716e-12
"760",1,1
"761",1,1
"762",0,2.22044604925031e-16
"763",0,2.22044604925031e-16
"764",0,2.22044604925031e-16
"765",1,1
"766",0,2.22044604925031e-16
"767",0,2.22044604925031e-16
"768",0,2.22044604925031e-16
"769",1,0.999991527335136
"770",0,3.57430035291505e-11
"771",1,0.998011105639182
"772",0,2.22044604925031e-16
"773",0,2.22044604925031e-16
"774",0,2.22044604925031e-16
"775",0,8.42407799452459e-11
"776",1,1
"777",1,0.999999756474036
"778",0,2.22044604925031e-16
"779",0,9.85504494508894e-09
"780",0,9.74012738005389e-08
"781",1,1
"782",0,2.22044604925031e-16
"783",1,1
"784",1,1
"785",1,1
"786",0,2.22044604925031e-16
"787",0,2.22044604925031e-16
"788",0,2.22044604925031e-16
"789",1,1
"790",0,2.22044604925031e-16
"791",0,1.205363089841e-10
"792",1,1
"793",1,1
"794",1,1
"795",1,1
"796",1,1
"797",1,0.999745591164999
"798",1,0.999999947438941
"799",0,2.22044604925031e-16
"800",0,2.22044604925031e-16
"801",1,0.999998982090125
"802",1,1
"803",0,2.22044604925031e-16
"804",0,2.22044604925031e-16
"805",0,1.05863207969093e-10
"806",1,1
"807",0,2.22044604925031e-16
"808",0,2.22044604925031e-16
"809",0,2.22044604925031e-16
"810",0,1.16728496147706e-09
"811",1,7.38976025990335e-07
"812",1,1
"813",1,2.68575533105217e-07
"814",0,2.22044604925031e-16
"815",0,2.22044604925031e-16
"816",1,1
"817",1,1
"818",1,1
"819",1,1
"820",1,1
"821",0,2.22044604925031e-16
"822",1,1
"823",0,2.22044604925031e-16
"824",1,1
"825",1,0.999999760804669
"826",0,9.50013310371182e-09
"827",0,2.22044604925031e-16
"828",0,9.33798487116539e-08
"829",0,2.22044604925031e-16
"830",1,1
"831",1,1
"832",1,1
"833",0,2.98356971914582e-08
"834",0,9.61348824898992e-12
"835",0,4.16232695079295e-08
"836",1,1
"837",0,2.62338941852116e-08
"838",1,1
"839",0,2.22044604925031e-16
"840",0,3.67379239154748e-08
"841",1,1
"842",1,0.990255015917918
"843",1,0.999999999980625
"844",1,1
"845",1,0.999984800044145
"846",1,0.990779112863562
"847",1,1
"848",1,1
"849",1,7.83712415817916e-09
"850",1,0.999999999954068
"851",0,2.22044604925031e-16
"852",0,2.22044604925031e-16
"853",0,2.22044604925031e-16
"854",0,2.22044604925031e-16
"855",1,1
"856",0,2.22044604925031e-16
"857",0,2.22044604925031e-16
"858",1,1
"859",1,1
"860",1,1
"861",1,1
"862",0,2.22044604925031e-16
"863",0,1.26813881660446e-10
"864",1,1
"865",0,2.22044604925031e-16
"866",0,2.22044604925031e-16
"867",1,1
"868",0,2.22044604925031e-16
"869",1,4.60827547751141e-07
"870",0,1.09089290973551e-11
"871",1,1
"872",0,2.22044604925031e-16
"873",1,1
"874",0,1.41779138790566e-10
"875",1,1
"876",1,1
"877",1,0.999988596823712
"878",1,0.997240202256869
"879",0,2.22044604925031e-16
"880",0,2.22044604925031e-16
"881",1,1
"882",1,0.999999124252288
"883",0,2.22044604925031e-16
"884",0,7.93202401343478e-12
"885",1,1
"886",1,1
"887",0,1.32856368196023e-10
"888",1,1
"889",0,8.10988945807672e-11
"890",1,0.923101089307978
"891",0,2.22044604925031e-16
"892",1,1
"893",1,0.996632031391293
"894",0,2.22044604925031e-16
"895",1,1
"896",1,1
"897",1,1
"898",0,2.22044604925031e-16
"899",1,0.983784975145065
"900",1,1
"901",1,0.999999932147212
"902",1,0.00219601018284199
"903",0,2.22044604925031e-16
"904",0,2.22044604925031e-16
"905",0,4.26157519629764e-10
"906",1,0.999517348513778
"907",1,1
"908",0,9.72272425501244e-12
"909",0,2.22044604925031e-16
"910",1,1
"911",0,2.22044604925031e-16
"912",1,1
"913",0,2.22044604925031e-16
"914",1,0.982035775312319
"915",1,1
"916",0,1.39383518173302e-12
"917",0,2.22044604925031e-16
"918",0,2.22044604925031e-16
"919",0,2.22044604925031e-16
"920",1,1
"921",1,4.06656445433423e-08
"922",1,0.999999999982324
"923",1,1
"924",1,1
"925",0,2.22044604925031e-16
"926",1,1
"927",0,2.22044604925031e-16
"928",1,1
"929",1,1.64473973169819e-08
"930",1,0.999999999968591
"931",0,2.22044604925031e-16
"932",1,1
"933",1,1
"934",1,0.986568583150603
"935",1,1
"936",1,1
"937",1,0.999999027700064
"938",0,2.22044604925031e-16
"939",0,2.22044604925031e-16
"940",0,2.22044604925031e-16
"941",1,0.999746611416852
"942",1,0.999999946385019
"943",0,2.22044604925031e-16
"944",1,0.999999999995483
"945",0,2.22044604925031e-16
"946",0,2.22044604925031e-16
"947",0,1.22876003599307e-10
"948",0,2.22044604925031e-16
"949",1,1
"950",0,2.22044604925031e-16
"951",0,2.22044604925031e-16
"952",1,1
"953",1,1
"954",1,1
"955",0,2.22044604925031e-16
"956",0,2.22044604925031e-16
"957",0,1.1777005179462e-10
"958",0,2.22044604925031e-16
"959",0,9.80072586260905e-14
"960",1,1
"961",0,2.22044604925031e-16
"962",0,2.22044604925031e-16
"963",0,2.22044604925031e-16
"964",1,1
"965",0,2.22044604925031e-16
"966",0,2.22044604925031e-16
"967",1,2.31549001397295e-07
"968",1,1
"969",0,2.22044604925031e-16
"970",0,8.95772622051834e-11
"971",0,2.22044604925031e-16
"972",1,1
"973",0,3.67762084523805e-07
"974",1,3.88022990419806e-05
"975",0,5.12405834479765e-08
"976",0,5.9240115625426e-11
"977",0,1.14070602549258e-10
"978",0,2.22044604925031e-16
"979",1,1
"980",0,2.22044604925031e-16
"981",1,1
"982",0,2.22044604925031e-16
"983",0,2.22044604925031e-16
"984",0,1.28688422317022e-10
"985",0,2.22044604925031e-16
"986",1,1
"987",0,2.22044604925031e-16
"988",1,1
"989",0,1.40436199830777e-10
"990",1,1
"991",1,1
"992",1,1
"993",1,0.977523704475502
"994",0,2.22044604925031e-16
"995",1,1
"996",0,2.22044604925031e-16
"997",0,1.13117883293809e-09
"998",1,4.49174525430928e-07
"999",0,2.22044604925031e-16
"1000",1,0.999999999984169
"1001",1,1
"1002",0,2.22044604925031e-16
"1003",0,1.34345453074453e-10
"1004",1,1
"1005",0,8.50356930667725e-11
"1006",1,1
"1007",1,1
"1008",1,1
"1009",0,2.22044604925031e-16
"1010",0,2.22044604925031e-16
"1011",1,1
"1012",0,2.22044604925031e-16
"1013",0,2.22044604925031e-16
"1014",0,1.36732959086093e-10
"1015",0,2.22044604925031e-16
"1016",1,1
"1017",1,1
"1018",1,0.999999088741008
"1019",0,2.22044604925031e-16
"1020",1,1
"1021",0,2.22044604925031e-16
"1022",0,1.07137152537371e-10
"1023",1,1
"1024",0,2.22044604925031e-16
"1025",0,2.22044604925031e-16
"1026",1,1
"1027",1,1
"1028",0,2.22044604925031e-16
"1029",0,2.22044604925031e-16
"1030",0,2.22044604925031e-16
"1031",1,1
"1032",1,1
"1033",1,1
"1034",1,0.985402471873158
"1035",1,1
"1036",0,1.51690831302186e-12
"1037",1,0.999998975667266
"1038",0,2.22044604925031e-16
"1039",0,2.22044604925031e-16
"1040",0,2.22044604925031e-16
"1041",1,0.999999025574038
"1042",0,2.22044604925031e-16
"1043",1,1
"1044",0,2.22044604925031e-16
"1045",0,2.22044604925031e-16
"1046",1,2.56919226820027e-07
"1047",0,2.22044604925031e-16
"1048",1,1
"1049",0,2.80773443058258e-08
"1050",0,4.11276340785335e-08
"1051",1,1
"1052",1,1
"1053",0,2.22044604925031e-16
"1054",0,2.22044604925031e-16
"1055",0,2.22044604925031e-16
"1056",0,2.22044604925031e-16
"1057",0,2.22044604925031e-16
"1058",0,2.22044604925031e-16
"1059",1,1
"1060",0,2.22044604925031e-16
"1061",1,1
"1062",0,1.21559996873489e-10
"1063",1,1
"1064",1,1
"1065",0,2.22044604925031e-16
"1066",0,8.98183678921092e-11
"1067",0,2.22044604925031e-16
"1068",1,1
"1069",1,0.973835263338456
"1070",0,2.22044604925031e-16
"1071",0,2.22044604925031e-16
"1072",0,2.22044604925031e-16
"1073",1,0.999999387137864
"1074",0,2.22044604925031e-16
"1075",0,2.22044604925031e-16
"1076",1,1
"1077",1,0.999999074764377
"1078",1,1
"1079",0,2.22044604925031e-16
"1080",1,1
"1081",1,1
"1082",0,2.22044604925031e-16
"1083",1,3.92658972044505e-07
"1084",1,1
"1085",0,2.22044604925031e-16
"1086",1,1
"1087",1,1
"1088",1,1
"1089",1,1
"1090",0,2.22044604925031e-16
"1091",1,1
"1092",0,2.22044604925031e-16
"1093",1,0.999998971839643
"1094",0,2.22044604925031e-16
"1095",0,2.22044604925031e-16
"1096",0,2.22044604925031e-16
"1097",0,1.19836723061763e-10
"1098",1,1
"1099",0,2.22044604925031e-16
"1100",1,1
"1101",1,1
"1102",0,2.22044604925031e-16
"1103",1,1
"1104",1,1
