"","observed","predicted"
"1105",0,2.22044604925031e-16
"1106",0,2.22044604925031e-16
"1107",0,2.22044604925031e-16
"1108",1,1
"1109",1,1
"1110",0,7.27336795005264e-10
"1111",1,0.999911906544889
"1112",0,4.47166130922105e-11
"1113",1,1
"1114",0,2.22044604925031e-16
"1115",0,2.22044604925031e-16
"1116",0,2.22044604925031e-16
"1117",0,1.12621834319027e-10
"1118",0,2.22044604925031e-16
"1119",0,9.3589564252438e-14
"1120",0,2.22044604925031e-16
"1121",1,1
"1122",0,2.22044604925031e-16
"1123",0,1.17886184970318e-10
"1124",1,1
"1125",0,2.22044604925031e-16
"1126",1,1
"1127",1,1
"1128",1,1
"1129",0,9.61168286008626e-11
"1130",0,2.22044604925031e-16
"1131",1,1
"1132",1,1
"1133",0,2.22044604925031e-16
"1134",0,1.10905891291727e-10
"1135",0,2.22044604925031e-16
"1136",0,2.22044604925031e-16
"1137",0,2.22044604925031e-16
"1138",1,1
"1139",0,2.22044604925031e-16
"1140",0,2.22044604925031e-16
"1141",0,1.12621834319027e-10
"1142",0,2.22044604925031e-16
"1143",0,9.3589564252438e-14
"1144",0,2.22044604925031e-16
"1145",1,1
"1146",1,1
"1147",0,2.22044604925031e-16
"1148",1,1
"1149",1,0.99999992788597
"1150",1,0.00325446790451259
"1151",0,2.22044604925031e-16
"1152",0,2.22044604925031e-16
"1153",0,2.75050425776939e-08
"1154",0,3.80480637966414e-08
"1155",1,1
"1156",1,1
"1157",0,2.22044604925031e-16
"1158",0,2.22044604925031e-16
"1159",1,1
"1160",1,1
"1161",1,2.96452472314065e-07
"1162",1,1
"1163",0,2.22044604925031e-16
"1164",0,2.22044604925031e-16
"1165",1,6.68738462491979e-08
"1166",0,2.22044604925031e-16
"1167",0,2.22044604925031e-16
"1168",1,1
"1169",1,1
"1170",0,2.22044604925031e-16
"1171",0,1.21089412031032e-10
"1172",0,2.22044604925031e-16
"1173",1,1
"1174",1,1
"1175",0,2.22044604925031e-16
"1176",1,1
"1177",0,2.22044604925031e-16
"1178",0,3.38553163697619e-10
"1179",1,0.999154884423645
"1180",1,1
"1181",1,1
"1182",1,3.68375762461326e-07
"1183",0,2.22044604925031e-16
"1184",1,1
"1185",0,3.63923012223178e-10
"1186",1,0.999361569529493
"1187",0,2.22044604925031e-16
"1188",1,1
"1189",1,1
"1190",0,2.22044604925031e-16
"1191",1,1
"1192",0,1.32794846567105e-10
"1193",1,9.66699166388456e-08
"1194",1,0.999999999993411
"1195",0,2.22044604925031e-16
"1196",1,1
"1197",1,1.20300590597196e-08
"1198",1,0.999999999961346
"1199",0,2.22044604925031e-16
"1200",0,8.85775695909761e-12
