"","observed","predicted"
"1",0,0.318299295292673
"2",7,22.0887627300984
"3",56.5,25.3881198377224
"4",40.4,40.7812962837372
"5",0,0.901141791543736
"6",7,23.7549544585594
"7",38,33.3932681354747
"8",0,0.930293265334283
"9",4.1,11.6467788376301
"10",0,-4.25396411841173
"11",0,7.09268051773454
"12",42.1,55.5528098360771
"13",4.7,8.74194648143561
"14",7,22.1766563824033
"15",40.4,64.3247473697359
"16",0,1.65807388230026
"17",4.1,11.9992503040842
"18",0,2.79972977308972
"19",27.1,62.6461092595568
"20",0,1.14434810437278
"21",0,-0.37195373086706
"22",38,31.6668732918003
"23",0,0.558945400179091
"24",0,1.6278825088675
"25",4.1,18.0480310217744
"26",0,2.44413488602082
"27",0,7.86817091367626
"28",40.4,86.9743599148958
"29",4.7,11.1308578761307
"30",7,24.7158571048425
"31",0,0.740747989220315
"32",35,32.0234623656143
"33",0,-1.06123378597254
"34",27.1,57.6831820629418
"35",0,-3.0519767932697
"36",42.1,51.5450447828322
"37",0,2.78020583229933
"38",0,-0.274971531573664
"39",0,0.902342087413427
"40",0,1.41793431061266
"41",4.7,5.69991701512924
"42",36.1,38.6502146734983
"43",0,0.849125942873484
"44",40.4,76.3565551773959
"45",0,2.40329238373499
"46",38,31.7296539771495
"47",0,-3.25298552357485
"48",0,1.00366646687216
"49",0,2.49535534009654
"50",7,21.404113848854
"51",38,30.1198376891625
"52",56.5,24.7156227372511
"53",0,2.78846219327436
"54",0,-0.236194583708835
"55",36.1,35.195131921491
"56",0,2.54280192915537
"57",4.7,9.33259181775201
"58",0,3.13790960512783
"59",0,1.31812836027859
"60",0,1.91163466136616
"61",38,28.4895652431122
"62",0,1.73270650698403
"63",56.5,23.7427914201759
"64",0,0.772467031278821
"65",36.1,30.4886434743414
"66",56.5,23.2293465944543
"67",35,25.5151562635083
"68",0,0.517505325102902
"69",0,-2.50650724283832
"70",0,-0.404240349803043
"71",40.4,90.4776145935344
"72",42.1,62.8418905922017
"73",0,-1.10839644971331
"74",7,24.5613370296132
"75",36.1,37.7174498204557
"76",0,1.88497153249956
"77",4.1,11.5705848162918
"78",0,0.228489203619128
"79",0,0.0200476481113094
"80",42.1,54.7601127003152
"81",38,25.6255172647338
"82",56.5,26.1502098107797
"83",40.4,60.2697535214993
"84",0,0.896825280596063
"85",4.7,11.0819967571817
"86",20.5,11.4556370712922
"87",7,24.891088513049
"88",0,3.11787334228179
